iter	RMSE
137	34.39517977
138	34.31180436
139	34.24172759
140	34.16927452
141	34.12824121
142	33.99488325
143	33.9446837
144	33.87485813
145	33.80158025
146	33.70363558
147	33.64123728
148	33.60056879
149	33.5161379
150	33.42049337
151	33.36992947
152	33.31436317
153	33.26860121
154	33.16057122
155	33.07126426
156	33.02337401
157	32.91920316
158	32.827464
159	32.79700271
160	32.74934935
161	32.68613481
162	32.6454053
163	32.56874325
164	32.49127733
165	32.41672009
166	32.3639397
167	32.31469426
168	32.25718079
169	32.2049921
170	32.12205008
171	32.06621628
172	32.00062748
173	31.93663481
174	31.90294147
175	31.8181454
176	31.71668169
177	31.61270453
178	31.56604503
179	31.47769019
180	31.41590136
181	31.37444386
182	31.33997511
183	31.29345138
184	31.23808822
185	31.15322464
186	31.11723378
187	31.01390557
188	30.97959789
189	30.91009571
190	30.85647658
191	30.7576934
192	30.69539638
193	30.63679623
194	30.55855317
195	30.49960299
196	30.43565532
197	30.38497132
198	30.328329
199	30.25327923
200	30.19616665
201	30.1272313
202	30.07468116
203	30.01059029
204	29.95824219
205	29.9089821
206	29.82255698
207	29.78387485
208	29.70066302
209	29.63016114
210	29.59394518
211	29.55981041
212	29.53332345
213	29.45064242
214	29.3979593
215	29.34018195
216	29.25557357
217	29.220985
218	29.18119224
219	29.1331486
220	29.07975548
221	29.03529973
222	28.98022693
223	28.92743853
224	28.87641772
225	28.81518178
226	28.74870318
227	28.70318548
228	28.63488565
229	28.58398297
230	28.53380832
231	28.49423892
232	28.44728811
233	28.3627227
234	28.29764432
235	28.25139441
236	28.1993367
237	28.16700697
238	28.12182135
239	28.09005714
240	28.016164
241	27.98170715
242	27.93807995
243	27.85957026
244	27.81747305
245	27.73374942
246	27.67251486
247	27.6327974
248	27.5769346
249	27.5360341
250	27.4993418
251	27.46160454
252	27.39378736
253	27.33280199
254	27.29987156
255	27.26277987
256	27.18880323
257	27.15039933
258	27.10999534
259	27.08353065
260	27.02525458
261	26.9707879
262	26.9165868
263	26.88697438
264	26.84167376
265	26.79945552
266	26.75909901
267	26.71084597
268	26.6327092
269	26.60465234
270	26.54767959
271	26.48944428
272	26.46137722
273	26.43016937
274	26.39825846
275	26.33964004
276	26.29084481
277	26.22597361
278	26.19505391
279	26.13390007
280	26.07603508
281	26.01209163
282	25.95221886
283	25.90331198
284	25.85913078
285	25.81643487
286	25.78989999
287	25.72423209
288	25.68479981
289	25.64251345
290	25.61636911
291	25.5796265
292	25.54055692
293	25.49347816
294	25.46228484
295	25.44466414
296	25.40766422
297	25.35226038
298	25.3036804
299	25.2720383
300	25.20529352
301	25.17482535
302	25.16070265
303	25.12528878
304	25.07042632
305	25.0344858
306	24.9940605
307	24.93861663
308	24.88894501
309	24.84097186
310	24.80098154
311	24.76732194
312	24.74682497
313	24.72608692
314	24.68164561
315	24.63350975
316	24.59612304
317	24.55998093
318	24.53401843
319	24.49105998
320	24.45538253
321	24.42324043
322	24.3828676
323	24.34993624
324	24.3215264
325	24.29874113
326	24.26893909
327	24.21894888
328	24.16606893
329	24.12214214
330	24.10599995
331	24.08207554
332	24.05359799
333	24.0383077
334	23.9961844
335	23.98384353
336	23.94497311
337	23.89517362
338	23.86822806
339	23.8333232
340	23.81928622
341	23.7780128
342	23.7492029
343	23.7149734
344	23.69235827
345	23.65794821
346	23.63179167
347	23.60621884
348	23.57646576
349	23.53445448
350	23.48850901
351	23.46236565
352	23.41786159
353	23.38537686
354	23.33470509
355	23.27971435
356	23.25885037
357	23.21062996
358	23.17973205
359	23.15255751
360	23.10472525
361	23.0770914
362	23.05919361
363	23.02409876
364	22.98677724
365	22.95523228
366	22.93902228
367	22.91866006
368	22.88506435
369	22.85156788
370	22.82539192
371	22.78782302
372	22.74992969
373	22.71443145
374	22.69156437
375	22.67556673
376	22.65960112
377	22.62511
378	22.59273633
379	22.56465908
380	22.54185328
381	22.50427955
382	22.48809239
383	22.46134602
384	22.4270248
385	22.39755946
386	22.3749652
387	22.33698418
388	22.31178881
389	22.29157196
390	22.26615866
391	22.24244968
392	22.22420054
393	22.21224219
394	22.18048314
395	22.15535213
396	22.14143055
397	22.10366496
398	22.08174048
399	22.05664485
400	22.03644888
401	22.01433932
402	21.99356775
403	21.95746445
404	21.94596245
405	21.90549981
406	21.88919261
407	21.85274718
408	21.84002495
409	21.82393039
410	21.79323486
411	21.77577529
412	21.75646514
413	21.73591542
414	21.7215692
415	21.68549046
416	21.66245048
417	21.62926572
418	21.6092305
419	21.58168493
420	21.55025575
421	21.51885925
422	21.50525996
423	21.49235023
424	21.45894169
425	21.43284115
426	21.41675423
427	21.3886809
428	21.3503186
429	21.32258567
430	21.30430959
431	21.27539975
432	21.25382781
433	21.23234515
434	21.18918968
435	21.17210012
436	21.13363252
437	21.11897701
438	21.10536102
439	21.08122108
440	21.052836
441	21.03854959
442	21.01773669
443	20.9961933
444	20.96020384
445	20.93238842
446	20.90819379
447	20.89051626
448	20.87108362
449	20.85189702
450	20.83099512
451	20.79841325
452	20.76188467
453	20.73027779
454	20.70592
455	20.69781152
456	20.66057521
457	20.62264338
458	20.58920956
459	20.56291612
460	20.55434796
461	20.53125089
462	20.51937311
463	20.51202163
464	20.48404618
465	20.46009236
466	20.43417015
467	20.41755984
468	20.39471076
469	20.36396846
470	20.33405078
471	20.3229043
472	20.30310699
473	20.28157946
474	20.24430203
475	20.21710441
476	20.18909476
477	20.16565353
478	20.13622429
479	20.12262455
480	20.10065587
481	20.07795952
482	20.06014412
483	20.02422921
484	20.00403886
485	19.98275568
486	19.96605565
487	19.95168316
488	19.94115242
489	19.92235308
490	19.89952523
491	19.88741138
492	19.86987903
493	19.84998151
494	19.83868683
495	19.82043461
496	19.79609802
497	19.77403655
498	19.7467403
499	19.72077831
