mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_subsample,param_n_estimators,param_min_child_weight,param_max_depth,param_learning_rate,param_gamma,param_colsample_bytree,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
0.2809946060180664,0.07198278341648094,0.01187753677368164,0.000280065627589568,0.7,100,1,4,0.1,0.4,0.8,"{'subsample': 0.7, 'n_estimators': 100, 'min_child_weight': 1, 'max_depth': 4, 'learning_rate': 0.1, 'gamma': 0.4, 'colsample_bytree': 0.8}",-201.1203155770626,-390.24462493845874,-313.1036004061723,-287.84513888888887,-285.923812496761,-295.6474984614687,60.57086266598748,6
4.851460313796997,1.1739724117174732,0.06500616073608398,0.00780567676851061,0.8,400,5,8,0.01,0.0,0.7,"{'subsample': 0.8, 'n_estimators': 400, 'min_child_weight': 5, 'max_depth': 8, 'learning_rate': 0.01, 'gamma': 0, 'colsample_bytree': 0.7}",-221.51806673015133,-434.2040869869403,-351.7574311061878,-322.81419238443203,-328.19202870737456,-331.6971611830172,68.03044937373771,21
3.5333611011505126,0.9862153348375878,0.06356182098388671,0.015363755372227832,1.0,300,7,10,0.15,0.3,0.8,"{'subsample': 1.0, 'n_estimators': 300, 'min_child_weight': 7, 'max_depth': 10, 'learning_rate': 0.15, 'gamma': 0.3, 'colsample_bytree': 0.8}",-243.46032160162727,-424.2085853285655,-328.8040536251036,-306.9636279863702,-310.1607624313329,-322.7194701945999,58.352451510206116,15
1.5978290557861328,0.38972429560697286,0.05091924667358398,0.00031002840950945424,0.8,750,7,4,0.1,0.4,0.8,"{'subsample': 0.8, 'n_estimators': 750, 'min_child_weight': 7, 'max_depth': 4, 'learning_rate': 0.1, 'gamma': 0.4, 'colsample_bytree': 0.8}",-363.8405705845771,-479.7165102223259,-362.4659765139148,-308.7813900063485,-310.73684280420815,-365.1082580262749,62.08479203260429,32
1.2734385013580323,0.35172663564849355,0.052915430068969725,0.009332994085961428,1.0,500,10,5,0.2,0.0,0.7,"{'subsample': 1.0, 'n_estimators': 500, 'min_child_weight': 10, 'max_depth': 5, 'learning_rate': 0.2, 'gamma': 0, 'colsample_bytree': 0.7}",-319.2834413544258,-491.75774172756013,-389.4725207782701,-319.17499084978755,-335.848062746165,-371.10735149124173,65.60442255456357,34
1.5753800392150878,0.32993635416377204,0.027615833282470702,0.0007264889670248216,1.0,200,3,6,0.01,0.0,1.0,"{'subsample': 1.0, 'n_estimators': 200, 'min_child_weight': 3, 'max_depth': 6, 'learning_rate': 0.01, 'gamma': 0, 'colsample_bytree': 1.0}",-280.9369675062189,-601.5572195986215,-606.4631257773632,-658.1124070403192,-684.2865250570067,-566.2712489959059,146.0400921449615,46
0.8769039154052735,0.18570649236375592,0.029291629791259766,0.0013822115396587864,0.8,500,3,3,0.1,0.2,0.9,"{'subsample': 0.8, 'n_estimators': 500, 'min_child_weight': 3, 'max_depth': 3, 'learning_rate': 0.1, 'gamma': 0.2, 'colsample_bytree': 0.9}",-318.3362283633914,-419.22537224359974,-341.92264612808356,-293.45307042262647,-305.8943879236629,-335.7663410162728,44.69869184444663,23
1.343990421295166,0.3408583443154345,0.037008476257324216,0.002457382519607077,0.7,500,10,4,0.01,0.4,1.0,"{'subsample': 0.7, 'n_estimators': 500, 'min_child_weight': 10, 'max_depth': 4, 'learning_rate': 0.01, 'gamma': 0.4, 'colsample_bytree': 1.0}",-174.32171839370855,-368.67852631374376,-302.3281817637075,-302.9275048099347,-286.22722382553377,-286.8966310213256,63.01897988617471,2
0.31191678047180177,0.09166096816533484,0.01459798812866211,0.0036265849944880774,0.9,100,5,4,0.05,0.2,0.9,"{'subsample': 0.9, 'n_estimators': 100, 'min_child_weight': 5, 'max_depth': 4, 'learning_rate': 0.05, 'gamma': 0.2, 'colsample_bytree': 0.9}",-173.58414681151535,-373.6786583035344,-309.4812818233053,-310.8549990930763,-300.9322498024202,-293.7062671667703,65.45235222957058,4
0.5379281997680664,0.1161943434359037,0.0193727970123291,0.00046845887575447186,0.8,300,3,3,0.3,0.2,1.0,"{'subsample': 0.8, 'n_estimators': 300, 'min_child_weight': 3, 'max_depth': 3, 'learning_rate': 0.3, 'gamma': 0.2, 'colsample_bytree': 1.0}",-435.3361143501244,-466.25026900005184,-362.5717583145471,-425.2077513636246,-317.01872141570794,-401.2769228888111,53.94772110030845,41
1.33300724029541,0.3147085231004502,0.036756134033203124,0.012068764530014457,1.0,400,3,4,0.01,0.4,1.0,"{'subsample': 1.0, 'n_estimators': 400, 'min_child_weight': 3, 'max_depth': 4, 'learning_rate': 0.01, 'gamma': 0.4, 'colsample_bytree': 1.0}",-181.95639170683043,-384.0606299556903,-323.6328811670813,-328.55445113300686,-319.02821860748344,-307.4465145140185,67.02115028932307,10
1.2884932518005372,0.34008364337757974,0.024237918853759765,0.0075726571253288705,1.0,100,7,8,0.05,0.0,0.7,"{'subsample': 1.0, 'n_estimators': 100, 'min_child_weight': 7, 'max_depth': 8, 'learning_rate': 0.05, 'gamma': 0, 'colsample_bytree': 0.7}",-220.3308328150912,-407.30648175139925,-333.427342049518,-298.52575371838725,-294.3639859783116,-310.79087926254147,60.71402984838609,11
1.4395368576049805,0.23015612134866992,0.03136997222900391,0.002536955175324873,1.0,300,7,5,0.01,0.3,1.0,"{'subsample': 1.0, 'n_estimators': 300, 'min_child_weight': 7, 'max_depth': 5, 'learning_rate': 0.01, 'gamma': 0.3, 'colsample_bytree': 1.0}",-201.59635157545605,-422.8267145716729,-374.145083987614,-384.02396213917393,-387.8024954167962,-354.07892153814265,77.99208800461969,28
0.5107410430908204,0.13908510814599273,0.01970252990722656,0.0005280803415106952,0.8,300,5,3,0.15,0.4,0.8,"{'subsample': 0.8, 'n_estimators': 300, 'min_child_weight': 5, 'max_depth': 3, 'learning_rate': 0.15, 'gamma': 0.4, 'colsample_bytree': 0.8}",-252.96211666277986,-418.0100938180193,-339.02375613793015,-279.9551392613754,-288.4322628394486,-315.67667374391067,58.25567224155542,14
1.6452256202697755,0.34757563128676255,0.03232507705688477,0.005101934896938952,0.8,200,5,7,0.3,0.3,1.0,"{'subsample': 0.8, 'n_estimators': 200, 'min_child_weight': 5, 'max_depth': 7, 'learning_rate': 0.3, 'gamma': 0.3, 'colsample_bytree': 1.0}",-301.91792340381426,-506.36202678016167,-368.9995419225487,-340.9953559837531,-334.5129916822139,-370.5575679544983,71.17557887554351,33
1.0958665370941163,0.24561511807736178,0.029599618911743165,0.0009646444985330674,0.9,300,7,5,0.05,0.2,0.9,"{'subsample': 0.9, 'n_estimators': 300, 'min_child_weight': 7, 'max_depth': 5, 'learning_rate': 0.05, 'gamma': 0.2, 'colsample_bytree': 0.9}",-204.2801535940091,-382.1712653367278,-314.57800426578046,-283.0677384561567,-269.63582559209163,-290.74659744895314,58.15063426309796,3
3.7538289070129394,0.8994609370462339,0.046287250518798825,0.002501354223056031,0.9,300,5,8,0.05,0.2,1.0,"{'subsample': 0.9, 'n_estimators': 300, 'min_child_weight': 5, 'max_depth': 8, 'learning_rate': 0.05, 'gamma': 0.2, 'colsample_bytree': 1.0}",-221.25981793506426,-414.7302698745854,-311.50894607366814,-288.907307618807,-283.47732212958647,-303.9767327263423,62.94836237620555,9
2.226343011856079,0.5791861126204948,0.053812932968139646,0.012715651434221386,1.0,300,7,8,0.2,0.4,0.8,"{'subsample': 1.0, 'n_estimators': 300, 'min_child_weight': 7, 'max_depth': 8, 'learning_rate': 0.2, 'gamma': 0.4, 'colsample_bytree': 0.8}",-244.65108539334577,-452.29618646675476,-343.4224349444185,-308.9329211688951,-323.31837637981965,-334.5242008706467,67.53825604169874,22
0.7968901634216309,0.1651692725883658,0.029343461990356444,0.0008344270234309708,0.9,500,3,3,0.05,0.3,0.8,"{'subsample': 0.9, 'n_estimators': 500, 'min_child_weight': 3, 'max_depth': 3, 'learning_rate': 0.05, 'gamma': 0.3, 'colsample_bytree': 0.8}",-214.34301879275498,-390.9171880668273,-320.00432610709476,-283.6095820539231,-286.3608293169569,-299.0469888675114,57.364376061788015,7
1.5797410964965821,0.28983138821642646,0.05050048828125,0.000679381873438059,1.0,750,1,4,0.2,0.4,0.8,"{'subsample': 1.0, 'n_estimators': 750, 'min_child_weight': 1, 'max_depth': 4, 'learning_rate': 0.2, 'gamma': 0.4, 'colsample_bytree': 0.8}",-373.32830023061774,-564.3835702671538,-407.28787969333024,-319.57545386673405,-370.51450033361834,-407.01794087829086,83.51969321453582,42
1.535833740234375,0.4760221411299277,0.055567264556884766,0.006946254723810458,1.0,750,3,4,0.15,0.4,0.7,"{'subsample': 1.0, 'n_estimators': 750, 'min_child_weight': 3, 'max_depth': 4, 'learning_rate': 0.15, 'gamma': 0.4, 'colsample_bytree': 0.7}",-312.5127311035966,-520.6095548462116,-374.59885460393343,-331.51580290280367,-326.7733583871009,-373.20206036872924,76.56041219603048,35
5.375138950347901,0.8641212807609049,0.0678481101989746,0.002479352202886782,0.7,500,1,7,0.3,0.1,1.0,"{'subsample': 0.7, 'n_estimators': 500, 'min_child_weight': 1, 'max_depth': 7, 'learning_rate': 0.3, 'gamma': 0.1, 'colsample_bytree': 1.0}",-330.0893715018657,-597.5038370160914,-391.3485514322917,-352.75317593348365,-415.7981714960354,-417.4986214759536,94.7849619028247,43
6.390292692184448,1.3422239238941307,0.12696661949157714,0.005442756655193515,0.9,1000,3,7,0.15,0.1,0.7,"{'subsample': 0.9, 'n_estimators': 1000, 'min_child_weight': 3, 'max_depth': 7, 'learning_rate': 0.15, 'gamma': 0.1, 'colsample_bytree': 0.7}",-275.76809620517207,-476.8686333145471,-356.1712538382307,-323.17213015327013,-354.8986685226213,-357.37575640676835,66.50689088356056,30
3.1675972938537598,0.6992062596983019,0.0651216983795166,0.010907042717209972,0.7,500,5,6,0.01,0.0,0.9,"{'subsample': 0.7, 'n_estimators': 500, 'min_child_weight': 5, 'max_depth': 6, 'learning_rate': 0.01, 'gamma': 0, 'colsample_bytree': 0.9}",-187.9729116461961,-384.0349576984867,-302.7845907182836,-285.06136456389925,-273.8832971373601,-286.7474243528452,62.6845878610941,1
11.388750982284545,3.216304549300644,0.19276509284973145,0.02237622034785766,0.9,1000,7,10,0.1,0.0,0.7,"{'subsample': 0.9, 'n_estimators': 1000, 'min_child_weight': 7, 'max_depth': 10, 'learning_rate': 0.1, 'gamma': 0, 'colsample_bytree': 0.7}",-252.9523414826907,-456.13411847014925,-350.8919812558302,-312.3365576900653,-320.79921453928273,-338.6228426876036,66.79448625940654,24
6.059235286712647,1.105121877715072,0.11979007720947266,0.004684685125830717,0.9,1000,1,6,0.01,0.1,0.8,"{'subsample': 0.9, 'n_estimators': 1000, 'min_child_weight': 1, 'max_depth': 6, 'learning_rate': 0.01, 'gamma': 0.1, 'colsample_bytree': 0.8}",-225.0312229542392,-435.9862992168066,-323.4731187810945,-301.2331423935012,-277.6781860554001,-312.6803938802083,69.79885455347397,12
0.49307861328125,0.1316209106003152,0.01925945281982422,0.00014488459886935872,0.8,300,7,3,0.2,0.2,0.9,"{'subsample': 0.8, 'n_estimators': 300, 'min_child_weight': 7, 'max_depth': 3, 'learning_rate': 0.2, 'gamma': 0.2, 'colsample_bytree': 0.9}",-300.758821776534,-420.002912601705,-339.7581380208333,-276.9453870782805,-282.4162643002436,-323.9763047555192,52.817367166011124,17
1.4700803756713867,0.43185575865358206,0.023306798934936524,0.005015866403057188,0.7,100,10,10,0.02,0.1,0.7,"{'subsample': 0.7, 'n_estimators': 100, 'min_child_weight': 10, 'max_depth': 10, 'learning_rate': 0.02, 'gamma': 0.1, 'colsample_bytree': 0.7}",-309.3835639510779,-641.4558235839035,-644.6383427912521,-670.6138887269382,-722.2544050580431,-597.6692048222429,147.0199834474072,48
4.5628337383270265,1.1216370248259742,0.12874913215637207,0.03875554629608207,0.7,1000,7,6,0.3,0.4,0.8,"{'subsample': 0.7, 'n_estimators': 1000, 'min_child_weight': 7, 'max_depth': 6, 'learning_rate': 0.3, 'gamma': 0.4, 'colsample_bytree': 0.8}",-416.82067996605514,-598.2501587926254,-412.37313546201284,-369.8777106492278,-394.19100809429415,-438.3025385928431,81.66373688044649,44
3.2806546688079834,0.8462363535449651,0.03453817367553711,0.0042829430721698074,1.0,200,5,8,0.01,0.3,1.0,"{'subsample': 1.0, 'n_estimators': 200, 'min_child_weight': 5, 'max_depth': 8, 'learning_rate': 0.01, 'gamma': 0.3, 'colsample_bytree': 1.0}",-292.3148286885883,-606.8864435958229,-613.6608783880079,-664.0673897763785,-686.4157339927964,-572.6690548883188,143.34686188364688,47
8.255943059921265,1.6573743100511906,0.14115462303161622,0.020898886283971685,0.9,1000,3,7,0.1,0.2,1.0,"{'subsample': 0.9, 'n_estimators': 1000, 'min_child_weight': 3, 'max_depth': 7, 'learning_rate': 0.1, 'gamma': 0.2, 'colsample_bytree': 1.0}",-255.7259177744092,-463.21733236486835,-350.07833529293634,-319.6317355280887,-331.1779483928016,-343.96625387062085,67.5281329753513,25
9.777594137191773,2.591600099158907,0.05666041374206543,0.0028200771860616334,0.9,300,3,10,0.01,0.3,1.0,"{'subsample': 0.9, 'n_estimators': 300, 'min_child_weight': 3, 'max_depth': 10, 'learning_rate': 0.01, 'gamma': 0.3, 'colsample_bytree': 1.0}",-240.0415936269175,-482.52309124948175,-403.9989835976368,-409.27939007760676,-419.20662491578565,-391.0099366934857,80.57746528427542,37
0.6756529331207275,0.15893794899637745,0.01931924819946289,0.003752215047027312,1.0,100,10,6,0.01,0.2,0.8,"{'subsample': 1.0, 'n_estimators': 100, 'min_child_weight': 10, 'max_depth': 6, 'learning_rate': 0.01, 'gamma': 0.2, 'colsample_bytree': 0.8}",-557.1279449108623,-1143.8826175114013,-1376.5176561852197,-1511.4504314365672,-1609.194276339656,-1239.6345852767415,375.28094757338494,50
3.109783744812012,0.5128046992441354,0.0845827579498291,0.00260786263561643,1.0,750,5,6,0.1,0.2,0.7,"{'subsample': 1.0, 'n_estimators': 750, 'min_child_weight': 5, 'max_depth': 6, 'learning_rate': 0.1, 'gamma': 0.2, 'colsample_bytree': 0.7}",-292.2169756685323,-461.36931334538247,-355.0336309986526,-316.6638747182058,-315.6854169095927,-348.1938423280732,60.06632356110404,26
11.954200172424317,2.415373227145525,0.12744059562683105,0.017175935110081798,0.9,750,3,8,0.01,0.1,1.0,"{'subsample': 0.9, 'n_estimators': 750, 'min_child_weight': 3, 'max_depth': 8, 'learning_rate': 0.01, 'gamma': 0.1, 'colsample_bytree': 1.0}",-216.64467344268243,-417.4720613242382,-306.00069225811046,-292.4139533452529,-279.83346710458125,-302.47296949497303,65.14209580152277,8
3.3060569286346437,0.8324933687379401,0.061044168472290036,0.0016565492074066101,0.9,500,10,7,0.1,0.0,1.0,"{'subsample': 0.9, 'n_estimators': 500, 'min_child_weight': 10, 'max_depth': 7, 'learning_rate': 0.1, 'gamma': 0, 'colsample_bytree': 1.0}",-258.3057827723362,-435.3771565350332,-339.7409361881996,-298.91025641648525,-300.4481838852612,-326.5564631594631,60.199475085795,19
6.154134082794189,1.590160337620937,0.12515487670898437,0.014497175405914794,0.8,1000,10,7,0.15,0.1,0.9,"{'subsample': 0.8, 'n_estimators': 1000, 'min_child_weight': 10, 'max_depth': 7, 'learning_rate': 0.15, 'gamma': 0.1, 'colsample_bytree': 0.9}",-282.91529413479475,-477.17478331001246,-355.0797700948383,-320.6797523612407,-336.6330972902415,-354.49653943822557,65.7827393930032,29
6.683477258682251,1.3556918124259618,0.13441619873046876,0.05577295453461784,0.7,1000,5,7,0.02,0.0,0.8,"{'subsample': 0.7, 'n_estimators': 1000, 'min_child_weight': 5, 'max_depth': 7, 'learning_rate': 0.02, 'gamma': 0, 'colsample_bytree': 0.8}",-264.4973308911173,-440.15268004055247,-332.10036819483315,-290.33172305788764,-290.9079452185686,-323.5980094805919,62.16986031284865,16
