,test_mae,test_rmse,test_mape,test_smape,test_r2,test_mase
N-BEATS,3382.6891881830784,4263.6013986329845,59.550692770422074,37.55782871156612,-1.2853027203453729,11.593534346033255
N-HiTS,4628.955976071053,5363.5951023465905,49.313895613458925,66.80871842435138,-2.6166169691183097,15.864880605149798
