model,test_mae,test_rmse,test_mape,test_smape,test_r2,test_mase
XGBoost_baseline,345.51382160509377,763.7128351498368,73.63675454040289,51.64632533514963,0.9944190421956074,0.1999619936638733
XGBoost_tuned,271.88852485634476,540.5397079067616,57.95203704909802,43.58516698817976,0.9972042150340843,0.15735223335506285
