,test_mae,test_rmse,test_mape,test_smape,test_r2,test_mase
SARIMA,2496.801104322007,3186.0251390213352,44.9356795523584,30.488792100557955,-0.27611243624473336,8.5573186739391
SARIMAX,9960.90432864481,10782.061439526224,146.03848660550065,74.06732852732709,-13.614842824182606,34.1391360622532
ETS,911960.3667962399,1054191.1140524715,11688.882059988906,199.07093724441006,-139709.5643347483,3125.57354415178
