Model,MAE_MW,RMSE_MW,R2,MAPE_%,Inference_Time_s,Samples_Predicted
Chronos-T5-Small,4417.926543273926,5084.721814505749,-2.9714649595234,49.93792973908841,134.13828587532043,2400
