iter	RMSE
181	31.32072146
182	31.22786736
183	31.14669961
184	31.09650485
185	31.00322041
186	30.91657039
187	30.86124401
188	30.75511317
189	30.67153585
190	30.628273
191	30.57578419
192	30.47605641
193	30.39326762
194	30.29565087
195	30.25214095
196	30.19006158
197	30.09796689
198	30.0357898
199	29.94413463
200	29.84269719
201	29.78928947
202	29.74763845
203	29.68451145
204	29.6205959
205	29.57583583
206	29.51816594
207	29.44510082
208	29.3982827
209	29.35986295
210	29.28140715
211	29.25801127
212	29.18582842
213	29.12952459
214	29.05775808
215	29.00024561
216	28.9830952
217	28.93605215
218	28.84805804
219	28.79437938
220	28.74847002
221	28.70247911
222	28.63144901
223	28.56686611
224	28.51609182
225	28.49719459
226	28.44167043
227	28.39155648
228	28.35004624
229	28.28949355
230	28.23423789
231	28.19576145
232	28.13788145
233	28.07790663
234	27.98910471
235	27.92397472
236	27.89983038
237	27.84288543
238	27.78127126
239	27.72104812
240	27.68014024
241	27.60900802
242	27.58563618
243	27.52667999
244	27.48612263
245	27.45376218
246	27.39027462
247	27.35154928
248	27.28622198
249	27.24451135
250	27.17368515
251	27.11070919
252	27.06061786
253	27.02597695
254	26.98066553
255	26.95516134
256	26.8983772
257	26.82973701
258	26.79082167
259	26.73015684
260	26.6825959
261	26.65074865
262	26.58502889
263	26.53346955
264	26.51651217
265	26.45613392
266	26.41001546
267	26.3440803
268	26.28257986
269	26.25409191
270	26.20584598
271	26.16999852
272	26.11387693
273	26.06541653
274	26.01338671
275	25.98050233
276	25.92769623
277	25.89877304
278	25.86275643
279	25.80739086
280	25.76678448
281	25.72322849
282	25.67349328
283	25.61219006
284	25.58859437
285	25.530382
286	25.49262971
287	25.46025965
288	25.42605055
289	25.3962618
290	25.33504236
291	25.286329
292	25.23457235
293	25.21798327
294	25.19108119
295	25.14725677
296	25.10087347
297	25.06420737
298	25.00444461
299	24.97331123
300	24.94977798
301	24.9116941
302	24.87338039
303	24.82345347
304	24.80192935
305	24.76474082
306	24.71954548
307	24.66413681
308	24.62053994
309	24.58048741
310	24.52996146
311	24.4917201
312	24.4493799
313	24.41460108
314	24.3809095
315	24.36454202
316	24.31366395
317	24.26826172
318	24.2310833
319	24.18602346
320	24.14648844
321	24.12413715
322	24.10255004
323	24.07730077
324	24.04455349
325	24.00267392
326	23.98080369
327	23.95791432
328	23.93521309
329	23.90131204
330	23.84867079
331	23.80664112
332	23.77472126
333	23.73142319
334	23.70019699
335	23.65208391
336	23.63839496
337	23.61913578
338	23.57661876
339	23.54687076
340	23.51027389
341	23.46502464
342	23.44636285
343	23.42072347
344	23.3728297
345	23.34876305
346	23.32385528
347	23.29447685
348	23.23735924
349	23.22058753
350	23.20297837
351	23.17862315
352	23.15488022
353	23.13471901
354	23.10894559
355	23.08323948
356	23.06304141
357	23.03926957
358	22.99771857
359	22.97346961
360	22.94084926
361	22.92057458
362	22.8978234
363	22.85393788
364	22.82461382
365	22.78572618
366	22.75570132
367	22.71543139
368	22.68632215
369	22.6511716
370	22.61546991
371	22.57046644
372	22.55287918
373	22.52987915
374	22.51497411
375	22.50010398
376	22.46553385
377	22.4534122
378	22.42114052
379	22.39391864
380	22.3718534
381	22.35032598
382	22.33282751
383	22.30956379
384	22.28377027
385	22.26783837
386	22.24091335
387	22.20859111
388	22.18871536
389	22.16458166
390	22.14665604
391	22.11179358
392	22.08297838
393	22.04627089
394	22.02908132
395	21.99297255
396	21.9671047
397	21.92373301
398	21.89201731
399	21.8811505
400	21.86566471
401	21.83242208
402	21.81373275
403	21.79337802
404	21.75421795
405	21.71468875
406	21.68896757
407	21.67087159
408	21.63102407
409	21.61117896
410	21.59521912
411	21.56760554
412	21.55141334
413	21.51741752
414	21.50301169
415	21.48065977
416	21.46380321
417	21.43914178
418	21.40167813
419	21.36667905
420	21.33636293
421	21.32788273
422	21.29046878
423	21.27923105
424	21.26064379
425	21.24781387
426	21.22464881
427	21.19566105
428	21.1482213
429	21.12118924
430	21.09278408
431	21.06171894
432	21.03922598
433	21.02055167
434	21.00836416
435	20.99352565
436	20.95339002
437	20.9124042
438	20.90020872
439	20.87900688
440	20.86516036
441	20.83913763
442	20.80819299
443	20.78476857
444	20.7587892
445	20.73114611
446	20.69119426
447	20.67079615
448	20.64753694
449	20.61168111
450	20.59061741
451	20.56500073
452	20.54553717
453	20.52064345
454	20.49276184
455	20.47085079
456	20.43776167
457	20.41652444
458	20.40397848
459	20.37944335
460	20.35447367
461	20.33344907
462	20.30410362
463	20.27782157
464	20.24606514
465	20.21759599
466	20.1927874
467	20.17772604
468	20.16254622
469	20.14440912
470	20.12647103
471	20.11408417
472	20.10418257
473	20.0788341
474	20.04723504
475	20.02545674
476	20.00539103
477	19.98696144
478	19.9654517
479	19.94280725
480	19.9235677
481	19.89236933
482	19.87009159
483	19.85912972
484	19.83254053
485	19.8122959
486	19.79937773
487	19.77257549
488	19.74545083
489	19.7353383
490	19.70629046
491	19.68913471
492	19.67456427
493	19.65063437
494	19.61595782
495	19.59153747
496	19.57195507
497	19.54332698
498	19.52945376
499	19.51887083
